weight_g,ram,ram1,android,display,internal,intenal1,camera,speed1,speed,month number,concat,timestamp,approx_price_EUR
129.4,2,2,4.2,5,32,32,13,#VALUE!,#VALUE!,11,2013 11,49,360
,512,0.5,4.2,3.5,Err:502,Err:502,2,#VALUE!,#VALUE!,11,2013 11,49,80
158,1,1,4.2,5,16,16,12,#VALUE!,#VALUE!,11,2013 11,49,210
,1,1,4.2,5,16,16,13,#VALUE!,#VALUE!,11,2013 11,49,180
200,2,2,4.2,5,16,16,13,#VALUE!,#VALUE!,11,2013 11,49,340
180,1,1,4.2,5.5,8,8,13,#VALUE!,#VALUE!,11,2013 11,49,160
272,1,1,4.2,7,8,8,3.15,#VALUE!,#VALUE!,11,2013 11,49,
118,512,0.5,4.2,4,4,4,8,#VALUE!,#VALUE!,11,2013 11,49,
106,1,1,4.2,5,4,4,13.1,#VALUE!,#VALUE!,11,2013 11,49,
102,1,1,4.2,4.5,4,4,13,#VALUE!,#VALUE!,11,2013 11,49,
402,1,1,4.2,7,8,8,Err:502,#VALUE!,#VALUE!,11,2013 11,49,90
645.4,1,1,4.2,9.7,8,8,2,#VALUE!,#VALUE!,11,2013 11,49,160
119,1,1,4.2,4.5,4,4,13,#VALUE!,#VALUE!,11,2013 11,49,200
130,1,1,4.2,4.5,4,4,5,#VALUE!,#VALUE!,11,2013 11,49,270
,1,1,4.2,5,4,4,5,#VALUE!,#VALUE!,11,2013 11,49,90
118,768,0.75,4.2,4,4,4,5,#VALUE!,#VALUE!,11,2013 11,49,130
126,2,2,4.2,5,43540,42.51953125,13,#VALUE!,#VALUE!,11,2013 11,49,290
120,2,2,4.3,4.7,16,16,13,#VALUE!,#VALUE!,11,2013 11,49,230
145.2,2,2,4.3,5.5,16,16,13,#VALUE!,#VALUE!,11,2013 11,49,480
163,1.5,1.5,4.3,5.2,8,8,8,#VALUE!,#VALUE!,11,2013 11,49,180
143,1,1,4.4,4.5,43473,42.4541015625,5,#VALUE!,#VALUE!,11,2013 11,49,130
189,1,1,4.4,6,4,4,13,#VALUE!,#VALUE!,11,2013 11,49,
189,512,0.5,4.4,6,4,4,13,#VALUE!,#VALUE!,11,2013 11,49,
133,512,0.5,OS,4,4,4,8,#VALUE!,#VALUE!,11,2013 11,49,
339.9,1,1,OS,7,8,8,Err:502,#VALUE!,#VALUE!,11,2013 11,49,110
130,1,1,2.3,4.3,8,8,8,#VALUE!,#VALUE!,11,2013 11,49,240
130,256,0.25,4.1,3.5,512,0.5,Err:502,#VALUE!,#VALUE!,12,2013 12,50,60
130,1,1,4.1,4.3,8,8,8,#VALUE!,#VALUE!,12,2013 12,50,190
154,1,1,4.2,4.5,4,4,8,#VALUE!,#VALUE!,12,2013 12,50,220
125,1,1,4.2,4.7,16,16,8,#VALUE!,#VALUE!,12,2013 12,50,200
128,2,2,4.2,5,32,32,13,#VALUE!,#VALUE!,12,2013 12,50,240
155,512,0.5,4.2,5,4,4,5,#VALUE!,#VALUE!,12,2013 12,50,90
124,512,0.5,4.2,4,4,4,5,#VALUE!,#VALUE!,12,2013 12,50,80
113,256,0.25,4.2,4,2,2,2,#VALUE!,#VALUE!,12,2013 12,50,50
124,512,0.5,4.2,4,4,4,3.15,#VALUE!,#VALUE!,12,2013 12,50,70
127,512,0.5,4.2,4,4,4,5,#VALUE!,#VALUE!,12,2013 12,50,70
126,1,1,4.2,4.7,8,8,8,#VALUE!,#VALUE!,12,2013 12,50,270
147,1,1,4.2,5,4,4,8,#VALUE!,#VALUE!,12,2013 12,50,150
139,256,0.25,4.2,4.5,512,0.5,5,#VALUE!,#VALUE!,12,2013 12,50,
131,256,0.25,4.2,4,512,0.5,3.15,#VALUE!,#VALUE!,12,2013 12,50,
108,256,0.25,4.2,3.5,512,0.5,2,#VALUE!,#VALUE!,12,2013 12,50,
170,1,1,4.2,5,Err:502,Err:502,5,#VALUE!,#VALUE!,12,2013 12,50,170
246.8,1,1,4.2,3.5,4,4,8,#VALUE!,#VALUE!,12,2013 12,50,
145,1,1,4.2,4.7,8,8,5,#VALUE!,#VALUE!,12,2013 12,50,190
,2,2,4.2,5.7,16,16,13,#VALUE!,#VALUE!,12,2013 12,50,250
,1,1,4.2,5,4,4,5,#VALUE!,#VALUE!,12,2013 12,50,100
274,1,1,4.2,7,4,4,3.15,#VALUE!,#VALUE!,12,2013 12,50,
140,1,1,4.2,5,16,16,8,#VALUE!,#VALUE!,12,2013 12,50,300
,512,0.5,4.2,4.6,4,4,5,#VALUE!,#VALUE!,12,2013 12,50,160
140,512,0.5,4.2,5,4,4,5,#VALUE!,#VALUE!,12,2013 12,50,60
,512,0.5,4.2,4,4,4,3.15,#VALUE!,#VALUE!,12,2013 12,50,
142.9,Err:502,Err:502,4.2,4.7,16,16,13,#VALUE!,#VALUE!,12,2013 12,50,230
453.6,1,1,4.2,8,16,16,8,#VALUE!,#VALUE!,12,2013 12,50,240
626,1,1,4.2,10,16,16,5,#VALUE!,#VALUE!,12,2013 12,50,220
319.8,1,1,4.2,7,16,16,5,#VALUE!,#VALUE!,12,2013 12,50,150
,1,1,4.2,7,8,8,5,#VALUE!,#VALUE!,12,2013 12,50,110
162,2,2,4.2,5.5,43473,42.4541015625,13,#VALUE!,#VALUE!,12,2013 12,50,250
140,2,2,4.2,5,8,8,8,#VALUE!,#VALUE!,12,2013 12,50,140
104.5,1,1,4.2,5,4,4,8,#VALUE!,#VALUE!,12,2013 12,50,120
147,2,2,4.2,5,43540,42.51953125,13,#VALUE!,#VALUE!,12,2013 12,50,410
139,1.5,1.5,4.2,4.5,8,8,5,#VALUE!,#VALUE!,12,2013 12,50,170
320,1,1,4.2,7,16,16,5,#VALUE!,#VALUE!,12,2013 12,50,190
170,1,1,4.3,6,8,8,8,#VALUE!,#VALUE!,12,2013 12,50,220
105,1,1,4.3,4.3,16,16,8,#VALUE!,#VALUE!,12,2013 12,50,290
167,2,2,4.3,5.5,32,32,13,#VALUE!,#VALUE!,12,2013 12,50,250
146,3,3,2.3,5,16,16,13,#VALUE!,#VALUE!,12,2013 12,50,450
89,Err:502,Err:502,2.3,4,Err:502,Err:502,2,#VALUE!,#VALUE!,2,2013 2,51,60
,Err:502,Err:502,2.3,3.5,Err:502,Err:502,2,#VALUE!,#VALUE!,2,2013 2,51,
105,256,0.25,2.3,3.5,512,0.5,5,#VALUE!,#VALUE!,2,2013 2,51,
,Err:502,Err:502,4,4,Err:502,Err:502,2,#VALUE!,#VALUE!,2,2013 2,51,
,Err:502,Err:502,4,4.6,Err:502,Err:502,5,#VALUE!,#VALUE!,2,2013 2,51,120
,Err:502,Err:502,4,4.6,Err:502,Err:502,8,#VALUE!,#VALUE!,2,2013 2,51,130
103,256,0.25,4,3.5,512,0.5,2,#VALUE!,#VALUE!,2,2013 2,51,
,1,1,4,3.7,64,64,8,#VALUE!,#VALUE!,2,2013 2,51,7900
243,1,1,4,5.7,4,4,8,#VALUE!,#VALUE!,2,2013 2,51,220
148,1,1,4,4.5,16,16,8,#VALUE!,#VALUE!,2,2013 2,51,260
145,1,1,4,4.5,4,4,5,#VALUE!,#VALUE!,2,2013 2,51,180
159,2,2,4,5,16,16,8,#VALUE!,#VALUE!,2,2013 2,51,
,Err:502,Err:502,4,7,2,2,2,#VALUE!,#VALUE!,2,2013 2,51,100
,512,0.5,4.1,3.9,2,2,3.15,#VALUE!,#VALUE!,2,2013 2,51,90
,1,1,4.1,4.6,4,4,8,#VALUE!,#VALUE!,2,2013 2,51,
,512,0.5,4.1,4,4,4,5,#VALUE!,#VALUE!,2,2013 2,51,220
140.7,1,1,4.1,4.5,4,4,8,#VALUE!,#VALUE!,2,2013 2,51,170
340,1,1,4.1,7,43473,42.4541015625,3.15,#VALUE!,#VALUE!,2,2013 2,51,260
580,1,1,4.1,10,16,16,5,#VALUE!,#VALUE!,2,2013 2,51,230
210,512,0.5,4.1,5.3,4,4,8,#VALUE!,#VALUE!,2,2013 2,51,160
136,512,0.5,4.1,4.5,4,4,5,#VALUE!,#VALUE!,2,2013 2,51,200
372,1,1,4.1,7,8,8,3.15,#VALUE!,#VALUE!,2,2013 2,51,130
150,1,1,4.1,4.5,4,4,5,#VALUE!,#VALUE!,2,2013 2,51,260
140,512,0.5,4.1,4,4,4,5,#VALUE!,#VALUE!,2,2013 2,51,170
,Err:502,Err:502,4.1,7,1.65,1.65,2,#VALUE!,#VALUE!,2,2013 2,51,100
110,512,0.5,4.1,3.5,4,4,3,#VALUE!,#VALUE!,2,2013 2,51,100
163,512,0.5,4.1,5,4,4,5,#VALUE!,#VALUE!,2,2013 2,51,170
133.2,1,1,4.1,4.7,8,8,8,#VALUE!,#VALUE!,2,2013 2,51,150
131,1,1,4.1,4.3,8,8,5,#VALUE!,#VALUE!,2,2013 2,51,220
115.5,768,0.75,4.1,4.3,4,4,8,#VALUE!,#VALUE!,2,2013 2,51,150
100,512,0.5,4.1,4,4,4,5,#VALUE!,#VALUE!,2,2013 2,51,120
110,512,0.5,4.1,3.2,4,4,3.15,#VALUE!,#VALUE!,2,2013 2,51,90
107,512,0.5,4.1,3.2,4,4,3.15,#VALUE!,#VALUE!,2,2013 2,51,90
105,512,0.5,4.1,3,4,4,2,#VALUE!,#VALUE!,2,2013 2,51,60
,1,1,4.1,7,16,16,3.15,#VALUE!,#VALUE!,2,2013 2,51,
112,768,0.75,4.1,3.2,4,4,3.15,#VALUE!,#VALUE!,2,2013 2,51,90
120.6,512,0.5,4.1,3.5,4,4,5,#VALUE!,#VALUE!,2,2013 2,51,120
143.5,1,1,4.1,4.5,4,4,8,#VALUE!,#VALUE!,2,2013 2,51,100
143.5,1,1,4.1,4.5,4,4,8,#VALUE!,#VALUE!,2,2013 2,51,130
189,2,2,4.1,5.7,16,16,13,#VALUE!,#VALUE!,2,2013 2,51,340
172,2,2,4.1,5.5,43540,42.51953125,13,#VALUE!,#VALUE!,2,2013 2,51,400
103.3,512,0.5,4.1,4,4,4,5,#VALUE!,#VALUE!,2,2013 2,51,140
338,2,2,4.1,8,43540,42.51953125,5,#VALUE!,#VALUE!,2,2013 2,51,320
338,2,2,4.1,8,43540,42.51953125,5,#VALUE!,#VALUE!,2,2013 2,51,280
141,2,2,4.1,5,Err:502,Err:502,13,#VALUE!,#VALUE!,2,2013 2,51,1000
118,768,0.75,4.1,4.3,4,4,8,#VALUE!,#VALUE!,2,2013 2,51,180
143,2,2,4.1,4.7,Err:502,Err:502,4,#VALUE!,#VALUE!,2,2013 2,51,270
495,2,2,4.1,10,16,16,8.1,#VALUE!,#VALUE!,2,2013 2,51,350
495,2,2,4.2,10,43540,42.51953125,8.1,#VALUE!,#VALUE!,2,2013 2,51,300
,1,1,4.2,4.5,4,4,8,#VALUE!,#VALUE!,2,2013 2,51,
130,2,2,2.3,5,43473,42.4541015625,13.1,#VALUE!,#VALUE!,2,2013 2,51,370
92,256,0.25,2.3,3.5,512,0.5,3.15,#VALUE!,#VALUE!,3,2013 3,52,
,512,0.5,2.3,3.5,512,0.5,3.15,#VALUE!,#VALUE!,3,2013 3,52,
,512,0.5,2.3,4,512,0.5,5,#VALUE!,#VALUE!,3,2013 3,52,
120,256,0.25,2.3,3.5,512,0.5,2,#VALUE!,#VALUE!,3,2013 3,52,70
75,512,0.5,2.3,4,256,0.25,3.15,#VALUE!,#VALUE!,3,2013 3,52,70
90,256,0.25,2.3,4,512,0.5,3.15,#VALUE!,#VALUE!,3,2013 3,52,70
110,Err:502,Err:502,4,4,200,0.1953125,3.15,#VALUE!,#VALUE!,3,2013 3,52,70
173.8,1,1,4,4,16,16,8,#VALUE!,#VALUE!,3,2013 3,52,270
,512,0.5,4,5,512,0.5,8,#VALUE!,#VALUE!,3,2013 3,52,
,512,0.5,4,3.2,512,0.5,2,#VALUE!,#VALUE!,3,2013 3,52,
140,1,1,4,4,4,4,5,#VALUE!,#VALUE!,3,2013 3,52,120
,512,0.5,4,5,4,4,5,#VALUE!,#VALUE!,3,2013 3,52,150
114.5,512,0.5,4,4,104,0.1015625,5,#VALUE!,#VALUE!,3,2013 3,52,80
149.1,Err:502,Err:502,4,4.5,2,2,5,#VALUE!,#VALUE!,3,2013 3,52,120
96,Err:502,Err:502,4,2.8,4,4,2,850,850,3,2013 3,52,120
146,1,1,4,4.5,4,4,8,#VALUE!,#VALUE!,3,2013 3,52,110
,512,0.5,4,7,4,4,2,#VALUE!,#VALUE!,3,2013 3,52,
370,Err:502,Err:502,4,7,2,2,2,#VALUE!,#VALUE!,3,2013 3,52,130
323,Err:502,Err:502,4,7,2.5,2.5,2,#VALUE!,#VALUE!,3,2013 3,52,120
140,1,1,4.1,4.7,8,8,8,#VALUE!,#VALUE!,3,2013 3,52,170
177,1,1,4.1,5,4,4,12,#VALUE!,#VALUE!,3,2013 3,52,200
130,512,0.5,4.1,4,4,4,5,#VALUE!,#VALUE!,3,2013 3,52,90
126.5,512,0.5,4.1,4.3,4,4,8,#VALUE!,#VALUE!,3,2013 3,52,160
200,1,1,4.1,5,4,4,8,#VALUE!,#VALUE!,3,2013 3,52,160
104,512,0.5,4.1,4,4,4,8,#VALUE!,#VALUE!,3,2013 3,52,
293,512,0.5,4.1,7,16,16,2,#VALUE!,#VALUE!,3,2013 3,52,
155,180,1,1,4.1,4.6,8,8,8,#VALUE!,#VALUE!,3,2013 3,8 MP| f/2.4| autofocus| LED flash| 
137,1,1,4.1,4.3,8,8,8,#VALUE!,#VALUE!,3,2013 3,52,130
120,1,1,4.1,4,4,4,8,#VALUE!,#VALUE!,3,2013 3,52,230
110,1,1,4.2,3.5,4,4,5,#VALUE!,#VALUE!,3,2013 3,52,150
220,1,1,4.2,5.7,16,16,12,#VALUE!,#VALUE!,3,2013 3,52,230
145,1,1,4.2,5,16,16,13,#VALUE!,#VALUE!,3,2013 3,52,230
125,1,1,4.2,4.7,4,4,8,#VALUE!,#VALUE!,3,2013 3,52,180
102,512,0.5,4.2,4.5,4,4,13,#VALUE!,#VALUE!,3,2013 3,52,
106,512,0.5,4.2,5,4,4,13.1,#VALUE!,#VALUE!,3,2013 3,52,190
159,1,1,4.2,5.3,4,4,8,#VALUE!,#VALUE!,3,2013 3,52,250
132,2,2,4.2,5,43540,42.51953125,13,#VALUE!,#VALUE!,3,2013 3,52,460
130,2,2,4.2,5,43540,42.51953125,13,#VALUE!,#VALUE!,3,2013 3,52,330
130,2,2,2.3,5,43540,42.51953125,13,#VALUE!,#VALUE!,3,2013 3,52,320
120,256,0.25,2.3,3.5,512,0.5,2,#VALUE!,#VALUE!,4,2013 4,53,80
186,Err:502,Err:502,2.3,5,110,0.107421875,3.15,#VALUE!,#VALUE!,4,2013 4,53,90
85,Err:502,Err:502,2.3,3.9,202,0.197265625,2,#VALUE!,#VALUE!,4,2013 4,53,70
122.7,256,0.25,2.3,3.5,512,0.5,2,#VALUE!,#VALUE!,4,2013 4,53,70
118,256,0.25,4,3.5,512,0.5,2,832,832,4,2013 4,53,70
,256,0.25,4,3.5,512,0.5,2,#VALUE!,#VALUE!,4,2013 4,53,
130.5,512,0.5,4,4,4,4,5,#VALUE!,#VALUE!,4,2013 4,53,150
114,512,0.5,4,4,4,4,5,#VALUE!,#VALUE!,4,2013 4,53,
140,512,0.5,4,3.5,4,4,3.15,#VALUE!,#VALUE!,4,2013 4,53,150
131,512,0.5,4.1,4,4,4,5,#VALUE!,#VALUE!,4,2013 4,53,70
170,512,0.5,4.1,5,4,4,5,#VALUE!,#VALUE!,4,2013 4,53,100
150.5,1,1,4.1,4.5,4,4,8,#VALUE!,#VALUE!,4,2013 4,53,220
136,768,0.75,4.1,4.3,4,4,8,#VALUE!,#VALUE!,4,2013 4,53,
123.9,1,1,4.1,4.3,16,16,5,#VALUE!,#VALUE!,4,2013 4,53,200
128.5,Err:502,Err:502,4.1,4,Err:502,Err:502,3.15,#VALUE!,#VALUE!,4,2013 4,53,170
,Err:502,Err:502,4.1,4,4,4,5,#VALUE!,#VALUE!,4,2013 4,53,150
145,2,2,4.1,4.3,43540,42.51953125,8,#VALUE!,#VALUE!,4,2013 4,53,250
131.9,1,1,4.1,4.6,4,4,8,#VALUE!,#VALUE!,4,2013 4,53,
190,1,1,4.1,5.3,4,4,8,#VALUE!,#VALUE!,4,2013 4,53,130
170,1,1,4.1,5,4,4,8,#VALUE!,#VALUE!,4,2013 4,53,130
118,1,1,4.1,4.3,4,4,5,#VALUE!,#VALUE!,4,2013 4,53,
129,1,1,4.1,4.3,8,8,5,#VALUE!,#VALUE!,4,2013 4,53,270
170,512,0.5,4.1,5,4,4,8,#VALUE!,#VALUE!,4,2013 4,53,
,512,0.5,4.1,5,4,4,5,#VALUE!,#VALUE!,4,2013 4,53,150
302,1,1,4.1,7,43473,42.4541015625,3.15,#VALUE!,#VALUE!,4,2013 4,53,140
306,1,1,4.1,7,43473,42.4541015625,3.15,#VALUE!,#VALUE!,4,2013 4,53,150
143.9,1,1,4.1,4.7,8,8,5,#VALUE!,#VALUE!,4,2013 4,53,170
100.5,512,0.5,4.1,3,4,4,2,850,850,4,2013 4,53,90
100.5,512,0.5,4.1,3,4,4,2,#VALUE!,#VALUE!,4,2013 4,53,70
140,512,0.5,4.2,4.5,4,4,5,#VALUE!,#VALUE!,4,2013 4,53,280
140,1,1,4.2,4.5,4,4,8,#VALUE!,#VALUE!,4,2013 4,53,180
177,1,1,4.2,5,4,4,12,#VALUE!,#VALUE!,4,2013 4,53,
141.5,1,1,4.2,4.3,4,4,5,#VALUE!,#VALUE!,4,2013 4,53,100
182,1.5,1.5,4.2,5.8,8,8,8,#VALUE!,#VALUE!,4,2013 4,53,280
148,2,2,4.2,5,8,8,8,#VALUE!,#VALUE!,4,2013 4,53,
410,120,1,1,4.2,7.9,43473,42.4541015625,5,#VALUE!,#VALUE!,4,2013 4,5 MP| autofocus
199,1.5,1.5,OS,6.3,43473,42.4541015625,8,#VALUE!,#VALUE!,4,2013 4,53,300
450,Err:502,Err:502,2.3,7,Err:502,Err:502,3.15,#VALUE!,#VALUE!,4,2013 4,53,
135,Err:502,Err:502,4,3.5,Err:502,Err:502,3.15,#VALUE!,#VALUE!,5,2013 5,54,40
137,512,0.5,4,4,4,4,5,#VALUE!,#VALUE!,5,2013 5,54,100
186,Err:502,Err:502,4,5,Err:502,Err:502,5,#VALUE!,#VALUE!,5,2013 5,54,90
130,Err:502,Err:502,4,4.5,Err:502,Err:502,3.15,#VALUE!,#VALUE!,5,2013 5,54,70
90,Err:502,Err:502,4,4,Err:502,Err:502,3.15,#VALUE!,#VALUE!,5,2013 5,54,50
185,Err:502,Err:502,4,5,512,0.5,5,#VALUE!,#VALUE!,5,2013 5,54,100
150,1,1,4.1,4.3,4,4,5,#VALUE!,#VALUE!,5,2013 5,54,140
,1,1,4.1,5.3,4,4,8,#VALUE!,#VALUE!,5,2013 5,54,160
450,Err:502,Err:502,4.1,7,Err:502,Err:502,3.15,#VALUE!,#VALUE!,5,2013 5,54,120
,1,1,4.1,4.5,8,8,8,#VALUE!,#VALUE!,5,2013 5,54,
130,1,1,4.1,4.5,8,8,8,#VALUE!,#VALUE!,5,2013 5,54,290
139,1,1,4.1,4,4,4,5,#VALUE!,#VALUE!,5,2013 5,54,
141.2,2,2,4.1,4.7,16,16,13,#VALUE!,#VALUE!,5,2013 5,54,270
168,512,0.5,4.1,5.3,4,4,8,#VALUE!,#VALUE!,5,2013 5,54,190
119.1,1,1,4.1,3.8,4,4,5,#VALUE!,#VALUE!,5,2013 5,54,90
124,1,1,4.1,4.3,8,8,5,#VALUE!,#VALUE!,5,2013 5,54,160
138,2,2,4.2,4.5,8,8,13.1,#VALUE!,#VALUE!,5,2013 5,54,230
143,1,1,4.2,4.7,Err:502,Err:502,12,#VALUE!,#VALUE!,5,2013 5,54,230
164,1,1,4.2,5,4,4,8,#VALUE!,#VALUE!,5,2013 5,54,180
135,1,1,4.2,5,4,4,8,#VALUE!,#VALUE!,5,2013 5,54,440
550,1,1,4.2,10,16,16,2,#VALUE!,#VALUE!,5,2013 5,54,
150,1,1,4.2,5,4,4,8,#VALUE!,#VALUE!,5,2013 5,54,
196.3,1,1,4.2,5.3,16,16,8,#VALUE!,#VALUE!,5,2013 5,54,210
151.3,1,1,4.2,4.5,4,4,5,#VALUE!,#VALUE!,5,2013 5,54,100
171.1,1,1,4.2,5,4,4,8,#VALUE!,#VALUE!,5,2013 5,54,150
,1,1,4.2,5,4,4,8,#VALUE!,#VALUE!,5,2013 5,54,
170,512,0.5,4.2,4.7,4,4,5,#VALUE!,#VALUE!,5,2013 5,54,
107,1.5,1.5,4.2,4.3,8,8,8,#VALUE!,#VALUE!,5,2013 5,54,230
130.1,2,2,2.3,5,16,16,13,#VALUE!,#VALUE!,5,2013 5,54,440
115.4,256,0.25,2.3,3.5,512,0.5,2,#VALUE!,#VALUE!,6,2013 6,55,40
133,256,0.25,2.3,4,512,0.5,3.15,#VALUE!,#VALUE!,6,2013 6,55,50
110,512,0.5,4,3.2,4,4,3.15,800,800,6,2013 6,55,60
100,512,0.5,4,3.5,4,4,5,#VALUE!,#VALUE!,6,2013 6,55,100
171.8,1,1,4.1,3.1,8,8,5,#VALUE!,#VALUE!,6,2013 6,55,330
176.9,1,1,4.1,5.3,4,4,8,#VALUE!,#VALUE!,6,2013 6,55,230
335,1,1,4.1,7,8,8,3.15,#VALUE!,#VALUE!,6,2013 6,55,180
161,1,1,4.1,5,4,4,5,#VALUE!,#VALUE!,6,2013 6,55,130
143,Err:502,Err:502,4.1,4.5,Err:502,Err:502,5,#VALUE!,#VALUE!,6,2013 6,55,80
100,512,0.5,4.1,3.5,4,4,3.15,#VALUE!,#VALUE!,6,2013 6,55,90
118,512,0.5,4.1,3.5,4,4,2,#VALUE!,#VALUE!,6,2013 6,55,50
153.4,1,1,4.1,4,4,4,5,#VALUE!,#VALUE!,6,2013 6,55,230
115,1,1,4.1,4,4,4,5,#VALUE!,#VALUE!,6,2013 6,55,130
125,512,0.5,4.1,3.8,4,4,3.15,#VALUE!,#VALUE!,6,2013 6,55,110
125,512,0.5,4.1,3.8,4,4,3.15,#VALUE!,#VALUE!,6,2013 6,55,110
113.4,1,1,4.1,4,4,4,5,#VALUE!,#VALUE!,6,2013 6,55,100
170,1,1,4.1,5,4,4,8,#VALUE!,#VALUE!,6,2013 6,55,
,512,0.5,4.1,5,4,4,5,#VALUE!,#VALUE!,6,2013 6,55,110
154,1,1,4.1,5,8,8,13,#VALUE!,#VALUE!,6,2013 6,55,270
163,1,1,4.1,5,4,4,8,#VALUE!,#VALUE!,6,2013 6,55,200
156,2,2,4.2,4.6,32,32,4,#VALUE!,#VALUE!,6,2013 6,55,300
195,1,1,4.2,5.7,8,8,8,#VALUE!,#VALUE!,6,2013 6,55,320
124.9,1,1,4.2,4.7,43469,42.4501953125,8,#VALUE!,#VALUE!,6,2013 6,55,230
585,2,2,4.2,10,Err:502,Err:502,5,#VALUE!,#VALUE!,6,2013 6,55,400
168,1,1,4.2,5,4,4,13,#VALUE!,#VALUE!,6,2013 6,55,220
165,1,1,4.2,5,4,4,13,#VALUE!,#VALUE!,6,2013 6,55,260
140,1,1,4.2,5,4,4,8,#VALUE!,#VALUE!,6,2013 6,55,170
176,1,1,4.2,5,Err:502,Err:502,8,#VALUE!,#VALUE!,6,2013 6,55,190
115,1,1,4.2,4,4,4,5,#VALUE!,#VALUE!,6,2013 6,55,130
175,1,1,4.2,5,8,8,8,#VALUE!,#VALUE!,6,2013 6,55,160
176,Err:502,Err:502,4.2,5,Err:502,Err:502,8,#VALUE!,#VALUE!,6,2013 6,55,220
302,1,1,4.2,7,8,8,2,#VALUE!,#VALUE!,6,2013 6,55,100
302,1,1,4.2,7,16,16,5,#VALUE!,#VALUE!,6,2013 6,55,130
580,2,2,4.2,10,43540,42.51953125,5,#VALUE!,#VALUE!,6,2013 6,55,
210,2,2,4.2,6,43540,42.51953125,8,#VALUE!,#VALUE!,6,2013 6,55,350
212,2,2,4.2,6.4,16,16,8,#VALUE!,#VALUE!,6,2013 6,55,280
147,1,1,4.2,4.5,4,4,8,#VALUE!,#VALUE!,6,2013 6,55,200
158,1,1,4.2,5,16,16,13,#VALUE!,#VALUE!,6,2013 6,55,230
671.3,2,2,4.2,10,32,32,8,#VALUE!,#VALUE!,6,2013 6,55,440
630.5,210,2,2,4.2,10,32,32,8,#VALUE!,#VALUE!,6,2013 6,8 MP| autofocus| LED flash
598.7,230,1,1,4.2,10,16,16,1.2,#VALUE!,#VALUE!,6,2013 6,1.2 MP
314,1.5,1.5,4.2,8,43540,42.51953125,5,#VALUE!,#VALUE!,6,2013 6,55,270
510,1,1,4.2,10,43540,42.51953125,3.15,#VALUE!,#VALUE!,6,2013 6,55,290
510,1,1,4.2,10,43540,42.51953125,3.15,#VALUE!,#VALUE!,6,2013 6,55,330
510,1,1,4.2,10,43540,42.51953125,3.15,#VALUE!,#VALUE!,6,2013 6,55,260
153,1,1,4.2,5,4,4,8,#VALUE!,#VALUE!,6,2013 6,55,220
160,2,2,4.2,5,16,16,4,#VALUE!,#VALUE!,6,2013 6,55,300
120,2,2,4.2,4.7,43473,42.4541015625,8,#VALUE!,#VALUE!,6,2013 6,55,230
208,1.5,1.5,4.2,4.3,8,8,16,#VALUE!,#VALUE!,6,2013 6,55,280
153,2,2,OS ,5,16,16,8,#VALUE!,#VALUE!,6,2013 6,55,310
122.5,Err:502,Err:502,2.3,1.6,Err:502,Err:502,Err:502,#VALUE!,#VALUE!,6,2013 6,55,80
,256,0.25,2.3,3.2,512,0.5,3.15,#VALUE!,#VALUE!,7,2013 7,56,50
115.4,256,0.25,4,3.5,512,0.5,2,#VALUE!,#VALUE!,7,2013 7,56,40
125,512,0.5,4,4,4,4,5,#VALUE!,#VALUE!,7,2013 7,56,
107,768,0.75,4.1,4,4,4,5,#VALUE!,#VALUE!,7,2013 7,56,180
180,Err:502,Err:502,4.1,7,Err:502,Err:502,2,#VALUE!,#VALUE!,7,2013 7,56,
,512,0.5,4.1,3.9,512,0.5,5,#VALUE!,#VALUE!,7,2013 7,56,70
,512,0.5,4.1,5,4,4,5,#VALUE!,#VALUE!,7,2013 7,56,150
,1,1,4.1,4.6,4,4,8,#VALUE!,#VALUE!,7,2013 7,56,120
130.4,512,0.5,4.1,4,4,4,5,#VALUE!,#VALUE!,7,2013 7,56,140
167,1,1,4.1,4.7,4,4,8,#VALUE!,#VALUE!,7,2013 7,56,170
350,1,1,4.2,7,8,8,3.15,#VALUE!,#VALUE!,7,2013 7,56,150
144,512,0.5,4.2,4.5,4,4,5,#VALUE!,#VALUE!,7,2013 7,56,100
147.7,1,1,4.2,4.5,4,4,5,#VALUE!,#VALUE!,7,2013 7,56,150
170,1,1,4.2,5,4,4,5,#VALUE!,#VALUE!,7,2013 7,56,150
,1,1,4.2,5.5,16,16,13,#VALUE!,#VALUE!,7,2013 7,56,170
,512,0.5,4.2,4.5,4,4,5,#VALUE!,#VALUE!,7,2013 7,56,130
158,1,1,4.2,4.7,4,4,8,#VALUE!,#VALUE!,7,2013 7,56,100
120,512,0.5,4.2,4,4,4,5,#VALUE!,#VALUE!,7,2013 7,56,120
147.7,512,0.5,4.2,4.5,4,4,5,#VALUE!,#VALUE!,7,2013 7,56,120
357,1,1,4.2,7.9,8,8,5,#VALUE!,#VALUE!,7,2013 7,56,150
130,2,2,4.2,4.3,16,16,10,#VALUE!,#VALUE!,7,2013 7,56,180
145,512,0.5,4.2,4.5,4,4,5,#VALUE!,#VALUE!,7,2013 7,56,100
122,1,1,4.2,4.3,16,16,4,#VALUE!,#VALUE!,7,2013 7,56,240
137,2,2,4.2,5,16,16,10,#VALUE!,#VALUE!,7,2013 7,56,250
167,2,2,OS,5,43540,42.51953125,10,#VALUE!,#VALUE!,7,2013 7,56,220
