weight_g,ram,ram1,android,display,internal,intenal1,camera,speed1,speed,month number,concat,timestamp,approx_price_EUR
138,2,2,6,5,16,16,13,#VALUE!,#VALUE!,12,2016 12,86,250
,2,2,6,5,8,8,8,#VALUE!,#VALUE!,12,2016 12,86,
175,3,3,6,5.5,43540,42.51953125,13,#VALUE!,#VALUE!,12,2016 12,86,190
,1,1,6,4.5,8,8,5,#VALUE!,#VALUE!,12,2016 12,86,70
,1,1,6,4,8,8,5,#VALUE!,#VALUE!,12,2016 12,86,60
156,2,2,6,5.3,16,16,13,#VALUE!,#VALUE!,12,2016 12,86,160
168.7,1,1,6,5,8,8,8,#VALUE!,#VALUE!,12,2016 12,86,
168,4,4,6,5.5,64,64,16,#VALUE!,#VALUE!,12,2016 12,86,420
238,6,0.005859375,6,5.7,128,0.125,Err:502,#VALUE!,#VALUE!,12,2016 12,86,1150
138,Err:502,Err:502,6,5,8,8,5,#VALUE!,#VALUE!,12,2016 12,86,120
132,1,1,6,4.5,8,8,5,#VALUE!,#VALUE!,12,2016 12,86,100
510,2,2,7,10,32,32,5,#VALUE!,#VALUE!,12,2016 12,86,340
160,Err:502,Err:502,7,5.5,64,64,13,#VALUE!,#VALUE!,12,2016 12,86,450
149,3,3,7,5.7,16,16,13,#VALUE!,#VALUE!,12,2016 12,86,200
140,2,2,7,5.3,16,16,13,#VALUE!,#VALUE!,12,2016 12,86,160
144,2,2,7,5.3,16,16,13,#VALUE!,#VALUE!,12,2016 12,86,210
144,1.5,1.5,5,5,16,16,13,#VALUE!,#VALUE!,12,2016 12,86,160
169,3,3,5.1,5.5,32,32,13,#VALUE!,#VALUE!,2,2016 2,87,210
174,1,1,5.1,5.5,8,8,5,#VALUE!,#VALUE!,2,2016 2,87,120
129,1,1,5.1,5,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,
209.8,3,3,5.1,6,64,64,13,#VALUE!,#VALUE!,2,2016 2,87,420
175,2,2,5.1,5.5,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,
147,2,2,5.1,5,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,
190,1,1,5.1,5,8,8,8,#VALUE!,#VALUE!,2,2016 2,87,
162,1,1,5.1,5.5,8,8,8,#VALUE!,#VALUE!,2,2016 2,87,
133,1,1,5.1,5,8,8,5,#VALUE!,#VALUE!,2,2016 2,87,
150,1,1,5.1,5,16,16,8,#VALUE!,#VALUE!,2,2016 2,87,80
157,512,0.5,5.1,5,4,4,5,#VALUE!,#VALUE!,2,2016 2,87,
142,2,2,5.1,5,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,140
142,2,2,5.1,5,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,120
189,3,3,5.1,5.5,32,32,13,#VALUE!,#VALUE!,2,2016 2,87,260
152,2,2,5.1,5,8,8,8,#VALUE!,#VALUE!,2,2016 2,87,
155,2,2,5.1,5,16,16,8,#VALUE!,#VALUE!,2,2016 2,87,110
133,2,2,5.1,5,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,
248,1,1,5.1,6.9,16,16,5,#VALUE!,#VALUE!,2,2016 2,87,
123,1,1,5.1,4,8,8,5,#VALUE!,#VALUE!,2,2016 2,87,90
153,1,1,5.1,5,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,160
133,3,3,5.1,5,64,64,13,#VALUE!,#VALUE!,2,2016 2,87,220
141,2,2,5.1,5,8,8,8,#VALUE!,#VALUE!,2,2016 2,87,
,1,1,5.1,5,8,8,5,#VALUE!,#VALUE!,2,2016 2,87,
,1,1,5.1,5,8,8,8,#VALUE!,#VALUE!,2,2016 2,87,
147,3,3,5.1,5.5,32,32,13,#VALUE!,#VALUE!,2,2016 2,87,
,2,2,5.1,5,8,8,8,#VALUE!,#VALUE!,2,2016 2,87,
,2,2,5.1,5,8,8,8,#VALUE!,#VALUE!,2,2016 2,87,
,1,1,6,5,8,8,5,#VALUE!,#VALUE!,2,2016 2,87,
,3,3,6,5.5,32,32,21,#VALUE!,#VALUE!,2,2016 2,87,
125,1,1,6,5,8,8,8,#VALUE!,#VALUE!,2,2016 2,87,110
,2,2,6,5.5,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,150
,1.5,1.5,6,5.5,16,16,8,#VALUE!,#VALUE!,2,2016 2,87,110
,1,1,6,5,8,8,8,#VALUE!,#VALUE!,2,2016 2,87,80
144,4,4,6,5.5,64,64,16,#VALUE!,#VALUE!,2,2016 2,87,450
,650,3,3,6,4.7,32,32,13,#VALUE!,#VALUE!,2,2016 2, FLIR thermal camera (Lepton module)
155,2,2,6,5.5,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,240
140,2,2,6,5,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,190
140,1.5,1.5,6,5,16,16,8,#VALUE!,#VALUE!,2,2016 2,87,170
118,2,2,6,5.2,16,16,Err:502,#VALUE!,#VALUE!,2,2016 2,87,320
120,2,2,6,4.9,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,180
145,1.5,1.5,6,5.7,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,190
157,4,4,6,5.5,32,32,12,#VALUE!,#VALUE!,2,2016 2,87,550
123,512,0.5,6,4,8,8,5,#VALUE!,#VALUE!,2,2016 2,87,
150,3,3,6,5.2,32,32,13,#VALUE!,#VALUE!,2,2016 2,87,
,2,2,6,5.2,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,180
,2,2,6,5,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,120
260,1,1,6,7,43473,42.4541015625,2,#VALUE!,#VALUE!,2,2016 2,87,80
157,1.5,1.5,6,5,43473,42.4541015625,8,#VALUE!,#VALUE!,2,2016 2,87,150
152,4,4,6,5.1,Err:502,Err:502,12,#VALUE!,#VALUE!,2,2016 2,87,500
157,4,4,6,5.5,Err:502,Err:502,12,#VALUE!,#VALUE!,2,2016 2,87,570
152,4,4,6,5.1,32,32,12,#VALUE!,#VALUE!,2,2016 2,87,460
129,4,4,6,5.1,128,0.125,16,#VALUE!,#VALUE!,2,2016 2,87,240
149,3,3,6,5.5,32,32,16,#VALUE!,#VALUE!,2,2016 2,87,350
135,2,2,6,5.2,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,250
147.2,4,4,6,5.5,64,64,16,#VALUE!,#VALUE!,2,2016 2,87,450
509,2,2,6,10,32,32,8,#VALUE!,#VALUE!,2,2016 2,87,280
329,Err:502,Err:502,6,8,16,16,5,#VALUE!,#VALUE!,2,2016 2,87,120
147,2,2,6,5,16,16,8,#VALUE!,#VALUE!,2,2016 2,87,
165,1,1,6,5,8,8,8,#VALUE!,#VALUE!,2,2016 2,87,
185,1,1,6,5.5,16,16,8,#VALUE!,#VALUE!,2,2016 2,87,
177,1,1,6,5,16,16,8,#VALUE!,#VALUE!,2,2016 2,87,
137.4,2,2,6,5,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,200
159,4,4,6,5.3,32,32,Err:502,#VALUE!,#VALUE!,2,2016 2,87,450
137.4,2,2,6,5,16,16,13,#VALUE!,#VALUE!,2,2016 2,87,250
164.4,3,3,6,5,32,32,23,#VALUE!,#VALUE!,2,2016 2,87,420
153,3,3,5,5,32,32,23,#VALUE!,#VALUE!,2,2016 2,87,350
153,1,1,5.1,4.5,8,8,5,#VALUE!,#VALUE!,3,2016 3,88,90
510,1,1,5.1,10,8,8,5,#VALUE!,#VALUE!,3,2016 3,88,
138,1,1,5.1,5,8,8,8,#VALUE!,#VALUE!,3,2016 3,88,
138,1,1,5.1,5,16,16,8,#VALUE!,#VALUE!,3,2016 3,88,
105,1,1,5.1,4.5,8,8,5,#VALUE!,#VALUE!,3,2016 3,88,
105,1,1,5.1,4,8,8,5,#VALUE!,#VALUE!,3,2016 3,88,
183,1,1,5.1,6,8,8,8,#VALUE!,#VALUE!,3,2016 3,88,
122,1,1,5.1,4.5,8,8,5,#VALUE!,#VALUE!,3,2016 3,88,
150,2,2,5.1,5,16,16,13,#VALUE!,#VALUE!,3,2016 3,88,
190,1,1,5.1,5.5,8,8,8,#VALUE!,#VALUE!,3,2016 3,88,
183,1,1,5.1,5,16,16,8,#VALUE!,#VALUE!,3,2016 3,88,
183,1,1,5.1,5.5,8,8,5,#VALUE!,#VALUE!,3,2016 3,88,
207.7,4,4,5.1,4.2,64,64,16,#VALUE!,#VALUE!,3,2016 3,88,550
,512,0.5,5.1,5,8,8,5,#VALUE!,#VALUE!,3,2016 3,88,60
145,4,4,5.1,5.5,64,64,13,#VALUE!,#VALUE!,3,2016 3,88,350
,1,1,5.1,4.5,8,8,5,#VALUE!,#VALUE!,3,2016 3,88,70
509,1,1,5.1,10,8,8,5,#VALUE!,#VALUE!,3,2016 3,88,
305,1,1,5.1,8,8,8,5,#VALUE!,#VALUE!,3,2016 3,88,
276,1,1,5.1,7,8,8,5,#VALUE!,#VALUE!,3,2016 3,88,
116.2,512,0.5,5.1,5,Err:502,Err:502,8,#VALUE!,#VALUE!,3,2016 3,88,
167.5,3,3,5.1,5,16,16,8,#VALUE!,#VALUE!,3,2016 3,88,
230,3,3,5.1,6.4,Err:502,Err:502,13,#VALUE!,#VALUE!,3,2016 3,88,
133,2,2,5.1,5,16,16,13,#VALUE!,#VALUE!,3,2016 3,88,
172.5,4,4,5.1,5.7,64,64,16,#VALUE!,#VALUE!,3,2016 3,88,410
140.5,4,4,5.1,5.2,64,64,13,#VALUE!,#VALUE!,3,2016 3,88,350
167.8,4,4,5.1,5.4,128,0.125,16,#VALUE!,#VALUE!,3,2016 3,88,520
144,3,3,5.1,5,32,32,13,#VALUE!,#VALUE!,3,2016 3,88,250
185,4,4,5.1,6,Err:502,Err:502,16,#VALUE!,#VALUE!,3,2016 3,88,550
128,1,1,5.1,5,8,8,5,#VALUE!,#VALUE!,3,2016 3,88,120
158,2,2,5.1,5.5,16,16,13,#VALUE!,#VALUE!,3,2016 3,88,
283,1.5,1.5,6,7,8,8,5,#VALUE!,#VALUE!,3,2016 3,88,130
193,4,4,6,5.5,64,64,20.7,#VALUE!,#VALUE!,3,2016 3,88,250
,3,3,6,5,16,16,13,#VALUE!,#VALUE!,3,2016 3,88,
167.8,6,0.005859375,6,5.4,128,0.125,16,#VALUE!,#VALUE!,3,2016 3,88,610
210,4,4,6,6,32,32,16,#VALUE!,#VALUE!,3,2016 3,88,500
170,2,2,6,5.5,16,16,13,#VALUE!,#VALUE!,3,2016 3,88,230
159,2,2,4.4,5.2,16,16,13,#VALUE!,#VALUE!,3,2016 3,88,190
153,2,2,4.4,5,16,16,8,#VALUE!,#VALUE!,4,2016 4,89,110
120,1,1,4.4,4.7,8,8,8,#VALUE!,#VALUE!,4,2016 4,89,
278,2,2,5,7,16,16,5,#VALUE!,#VALUE!,4,2016 4,89,100
149,3,3,5.1,5.5,43540,42.51953125,16,#VALUE!,#VALUE!,4,2016 4,89,190
144.5,2,2,5.1,5,16,16,8,#VALUE!,#VALUE!,4,2016 4,89,
133.2,1,1,5.1,4.5,8,8,5,#VALUE!,#VALUE!,4,2016 4,89,
125,1,1,5.1,4.5,8,8,5,#VALUE!,#VALUE!,4,2016 4,89,90
160,2,2,5.1,5.5,43540,42.51953125,8,#VALUE!,#VALUE!,4,2016 4,89,150
150,1,1,5.1,4.5,8,8,5,#VALUE!,#VALUE!,4,2016 4,89,80
135,1,1,5.1,5,8,8,8,#VALUE!,#VALUE!,4,2016 4,89,110
135,1,1,5.1,4.5,8,8,5,#VALUE!,#VALUE!,4,2016 4,89,
132,2,2,5.1,5,16,16,13,#VALUE!,#VALUE!,4,2016 4,89,130
163,2,2,5.1,5.5,16,16,13,#VALUE!,#VALUE!,4,2016 4,89,180
,4,4,5.1,5.5,16,16,13,#VALUE!,#VALUE!,4,2016 4,89,180
,3,3,5.1,5.5,32,32,13,#VALUE!,#VALUE!,4,2016 4,89,
167.5,3,3,5.1,5,16,16,8,#VALUE!,#VALUE!,4,2016 4,89,150
,2,2,5.1,5.5,16,16,13,#VALUE!,#VALUE!,4,2016 4,89,150
,2,2,5.1,4.7,16,16,8,#VALUE!,#VALUE!,4,2016 4,89,
168,4,4,5.1,5.5,32,32,13,#VALUE!,#VALUE!,4,2016 4,89,300
138,3,3,5.1,5,43540,42.51953125,13,#VALUE!,#VALUE!,4,2016 4,89,260
160,1,1,5.1,5,8,8,8,#VALUE!,#VALUE!,4,2016 4,89,90
142,1,1,5.1,5,8,8,5,#VALUE!,#VALUE!,4,2016 4,89,
129,2,2,5.1,5,8,8,8,#VALUE!,#VALUE!,4,2016 4,89,
,3,3,5.1,6,16,16,13,#VALUE!,#VALUE!,4,2016 4,89,180
138,3,3,6,5,64,64,16,#VALUE!,#VALUE!,4,2016 4,89,250
,2,2,6,10,43540,42.51953125,5,#VALUE!,#VALUE!,4,2016 4,89,230
,2,2,6,5.5,16,16,13,#VALUE!,#VALUE!,4,2016 4,89,200
122,512,0.5,6,4,4,4,3.15,#VALUE!,#VALUE!,4,2016 4,89,
174,1,1,6,5,8,8,8,#VALUE!,#VALUE!,4,2016 4,89,
172,512,0.5,6,5,4,4,5,#VALUE!,#VALUE!,4,2016 4,89,
158,2,2,6,5,16,16,13,#VALUE!,#VALUE!,4,2016 4,89,270
185,4,4,6,5.7,Err:502,Err:502,21,#VALUE!,#VALUE!,4,2016 4,89,350
153,4,4,6,5.5,32,32,21,#VALUE!,#VALUE!,4,2016 4,89,260
153,3,3,6,5.5,Err:502,Err:502,16,#VALUE!,#VALUE!,4,2016 4,89,190
144.6,2,2,6,5.7,16,16,13,#VALUE!,#VALUE!,4,2016 4,89,150
160,4,4,6,5.2,Err:502,Err:502,21,#VALUE!,#VALUE!,4,2016 4,89,410
154,1.5,1.5,6,4.5,8,8,5,#VALUE!,#VALUE!,4,2016 4,89,
138.9,16,0.015625,6,5,Err:502,Err:502,5,#VALUE!,#VALUE!,4,2016 4,89,110
156,2,2,6,5.2,16,16,13,#VALUE!,#VALUE!,4,2016 4,89,170
350,1,1,6,8,8,8,5,#VALUE!,#VALUE!,4,2016 4,89,
147,Err:502,Err:502,6,5.2,16,16,13,#VALUE!,#VALUE!,4,2016 4,89,250
162,4,4,6,5.5,64,64,Err:502,#VALUE!,#VALUE!,4,2016 4,89,580
144,3,3,6,5.2,32,32,Err:502,#VALUE!,#VALUE!,4,2016 4,89,400
295.1,1,1,6,7,8,8,5,#VALUE!,#VALUE!,4,2016 4,89,130
,Err:502,Err:502,6,5.5,32,32,16,#VALUE!,#VALUE!,4,2016 4,89,330
161,3,3,6,5.2,32,32,12,#VALUE!,#VALUE!,4,2016 4,89,420
161,4,4,6,5.2,Err:502,Err:502,12,#VALUE!,#VALUE!,4,2016 4,89,500
145,4,4,6,5.2,64,64,13,#VALUE!,#VALUE!,4,2016 4,89,520
156,3,3,4.4,5.3,32,32,Err:502,#VALUE!,#VALUE!,4,2016 4,89,350
113,512,0.5,5,3.5,4,4,3,#VALUE!,#VALUE!,5,2016 5,90,
158,2,2,5.1,5,16,16,13,#VALUE!,#VALUE!,5,2016 5,90,390
153,1,1,5.1,5,8,8,5,#VALUE!,#VALUE!,5,2016 5,90,
151,512,0.5,5.1,5,4,4,5,#VALUE!,#VALUE!,5,2016 5,90,
144,512,0.5,5.1,5,4,4,5,#VALUE!,#VALUE!,5,2016 5,90,
168,3,3,5.1,5.5,16,16,13,#VALUE!,#VALUE!,5,2016 5,90,120
142,3,3,5.1,5,32,32,13,#VALUE!,#VALUE!,5,2016 5,90,200
157,1,1,5.1,5,8,8,5,#VALUE!,#VALUE!,5,2016 5,90,
134,1,1,5.1,5.5,8,8,5,#VALUE!,#VALUE!,5,2016 5,90,
155,512,0.5,5.1,4.5,4,4,5,#VALUE!,#VALUE!,5,2016 5,90,
152,512,0.5,5.1,5,4,4,5,#VALUE!,#VALUE!,5,2016 5,90,
,3,3,5.1,5,16,16,8,#VALUE!,#VALUE!,5,2016 5,90,
,512,0.5,5.1,4,4,4,2,#VALUE!,#VALUE!,5,2016 5,90,
,512,0.5,5.1,3.5,4,4,2,#VALUE!,#VALUE!,5,2016 5,90,
,3,3,5.1,5.5,16,16,13,#VALUE!,#VALUE!,5,2016 5,90,
,1,1,5.1,4.5,8,8,5,#VALUE!,#VALUE!,5,2016 5,90,
,2,2,5.1,5,16,16,8,#VALUE!,#VALUE!,5,2016 5,90,130
,3,3,5.1,5,32,32,13,#VALUE!,#VALUE!,5,2016 5,90,
113,1,1,5.1,4,8,8,5,#VALUE!,#VALUE!,5,2016 5,90,
177,1,1,5.1,5,8,8,8,#VALUE!,#VALUE!,5,2016 5,90,
163,1,1,5.1,4,8,8,5,#VALUE!,#VALUE!,5,2016 5,90,
110,512,0.5,5.1,3.5,4,4,2,#VALUE!,#VALUE!,5,2016 5,90,30
,3,3,5.1,7,43540,42.51953125,13,#VALUE!,#VALUE!,5,2016 5,90,250
166,1,1,5.1,5,8,8,5,#VALUE!,#VALUE!,5,2016 5,90,90
172,4,4,6,5.5,32,32,13,#VALUE!,#VALUE!,5,2016 5,90,180
157,2,2,6,5.5,16,16,13,#VALUE!,#VALUE!,5,2016 5,90,140
490,2,2,6,10,43540,42.51953125,5,#VALUE!,#VALUE!,5,2016 5,90,
156,3,3,6,5.5,32,32,13,#VALUE!,#VALUE!,5,2016 5,90,280
170,4,4,6,5.7,32,32,Err:502,#VALUE!,#VALUE!,5,2016 5,90,450
,1,1,6,5,8,8,8,#VALUE!,#VALUE!,5,2016 5,90,
108.5,512,0.5,6,4,8,8,5,#VALUE!,#VALUE!,5,2016 5,90,
,1,1,6,5,16,16,8,#VALUE!,#VALUE!,5,2016 5,90,
147,1.5,1.5,6,5,16,16,13,#VALUE!,#VALUE!,5,2016 5,90,150
203,3,3,6,6.4,Err:502,Err:502,16,#VALUE!,#VALUE!,5,2016 5,90,170
,2,2,6,6,16,16,Err:502,#VALUE!,#VALUE!,5,2016 5,90,210
146,2,2,6,5.7,43540,42.51953125,13,#VALUE!,#VALUE!,5,2016 5,90,250
525,2,2,6,10,16,16,8,#VALUE!,#VALUE!,5,2016 5,90,220
233,Err:502,Err:502,6,6.8,Err:502,Err:502,23,#VALUE!,#VALUE!,5,2016 5,90,700
170,Err:502,Err:502,6,5.7,Err:502,Err:502,23,#VALUE!,#VALUE!,5,2016 5,90,690
202,2,2,6,5.5,32,32,13,#VALUE!,#VALUE!,5,2016 5,90,170
139,2,2,6,5.3,16,16,13,#VALUE!,#VALUE!,5,2016 5,90,240
121,1.5,1.5,6,5,16,16,8,#VALUE!,#VALUE!,5,2016 5,90,200
169,4,4,6,5.7,Err:502,Err:502,16,#VALUE!,#VALUE!,5,2016 5,90,450
143,4,4,6,5.2,Err:502,Err:502,16,#VALUE!,#VALUE!,5,2016 5,90,360
128,1,1,6,5,8,8,8,#VALUE!,#VALUE!,5,2016 5,90,100
137,Err:502,Err:502,6,5,43473,42.4541015625,8,#VALUE!,#VALUE!,5,2016 5,90,140
202,3,3,6,6,16,16,21.5,#VALUE!,#VALUE!,5,2016 5,90,380
155,3,3,6,5.5,32,32,16,#VALUE!,#VALUE!,5,2016 5,90,450
149,4,4,6,5,64,64,13,#VALUE!,#VALUE!,5,2016 5,90,220
,2,2,6,8,16,16,5,#VALUE!,#VALUE!,5,2016 5,90,350
155,2,2,6,5.5,16,16,16,#VALUE!,#VALUE!,5,2016 5,90,230
155,2,2,6,5.5,43540,42.51953125,13,#VALUE!,#VALUE!,5,2016 5,90,190
175,4,4,4.4,5.5,64,64,20,#VALUE!,#VALUE!,5,2016 5,90,410
136,256,0.25,5.1,4,512,0.5,3.15,#VALUE!,#VALUE!,6,2016 6,91,
179,1,1,5.1,6,8,8,13,#VALUE!,#VALUE!,6,2016 6,91,120
253.6,1,1,5.1,7,8,8,2,#VALUE!,#VALUE!,6,2016 6,91,
,1,1,5.1,7,8,8,2,#VALUE!,#VALUE!,6,2016 6,91,
170,4,4,5.1,5.5,64,64,13,#VALUE!,#VALUE!,6,2016 6,91,380
140,2,2,5.1,5,16,16,13,#VALUE!,#VALUE!,6,2016 6,91,120
,1,1,5.1,5,8,8,5,#VALUE!,#VALUE!,6,2016 6,91,
138,2,2,5.1,5,16,16,13,#VALUE!,#VALUE!,6,2016 6,91,120
,2,2,5.1,5,16,16,8,#VALUE!,#VALUE!,6,2016 6,91,
136,2,2,5.1,5,16,16,8,#VALUE!,#VALUE!,6,2016 6,91,220
160,3,3,5.1,5.5,32,32,13,#VALUE!,#VALUE!,6,2016 6,91,290
,3,3,5.1,5,16,16,8,#VALUE!,#VALUE!,6,2016 6,91,
139,2,2,5.1,5,16,16,8,#VALUE!,#VALUE!,6,2016 6,91,150
170,1,1,5.1,5,8,8,8,#VALUE!,#VALUE!,6,2016 6,91,
156,1,1,5.1,5.5,8,8,13,#VALUE!,#VALUE!,6,2016 6,91,
132,1,1,5.1,5,8,8,8,#VALUE!,#VALUE!,6,2016 6,91,
183.5,4,4,5.1,5.7,64,64,16,#VALUE!,#VALUE!,6,2016 6,91,680
151,4,4,5.1,5.2,64,64,13,#VALUE!,#VALUE!,6,2016 6,91,640
135,2,2,5.1,5,16,16,13,#VALUE!,#VALUE!,6,2016 6,91,130
,2,2,5.1,5,8,8,8,#VALUE!,#VALUE!,6,2016 6,91,
185,4,4,6,6,64,64,16,#VALUE!,#VALUE!,6,2016 6,91,360
148,1,1,6,5,8,8,8,#VALUE!,#VALUE!,6,2016 6,91,60
162.2,3,3,6,5.5,32,32,13,#VALUE!,#VALUE!,6,2016 6,91,
142.7,3,3,6,5,16,16,13,#VALUE!,#VALUE!,6,2016 6,91,
175,1,1,6,5,8,8,8,#VALUE!,#VALUE!,6,2016 6,91,
320.1,2,2,6,7.9,16,16,8,#VALUE!,#VALUE!,6,2016 6,91,
142,1,1,6,5,8,8,8,#VALUE!,#VALUE!,6,2016 6,91,
141,1,1,6,5,8,8,8,#VALUE!,#VALUE!,6,2016 6,91,
123,512,0.5,6,4,4,4,3.15,#VALUE!,#VALUE!,6,2016 6,91,
,1,1,6,5,8,8,8,#VALUE!,#VALUE!,6,2016 6,91,
,1,1,6,4.5,8,8,5,#VALUE!,#VALUE!,6,2016 6,91,
218,3,3,6,6.4,32,32,Err:502,#VALUE!,#VALUE!,6,2016 6,91,250
225,3,3,6,6.4,32,32,13,#VALUE!,#VALUE!,6,2016 6,91,230
259,4,4,6,6.4,64,64,16,#VALUE!,#VALUE!,6,2016 6,91,550
,1,1,6,5,8,8,8,#VALUE!,#VALUE!,6,2016 6,91,
,1,1,6,5.5,16,16,8,#VALUE!,#VALUE!,6,2016 6,91,80
150,2,2,6,5,16,16,8,#VALUE!,#VALUE!,6,2016 6,91,
153,512,0.5,6,5,8,8,5,#VALUE!,#VALUE!,6,2016 6,91,
153,512,0.5,6,5,8,8,5,#VALUE!,#VALUE!,6,2016 6,91,
184.8,4,4,6,5.1,32,32,12,#VALUE!,#VALUE!,6,2016 6,91,710
158.4,2,2,6,5.2,16,16,13,#VALUE!,#VALUE!,6,2016 6,91,210
170,4,4,6,5.5,64,64,13,#VALUE!,#VALUE!,6,2016 6,91,390
,3,3,6,5,16,16,13,#VALUE!,#VALUE!,6,2016 6,91,
133,16,0.015625,6,5.5,Err:502,Err:502,13,#VALUE!,#VALUE!,6,2016 6,91,200
150,3,3,6,5.5,32,32,12.3,#VALUE!,#VALUE!,6,2016 6,91,480
309,2,2,6,8,16,16,5,#VALUE!,#VALUE!,6,2016 6,91,220
155,3,3,6,5.5,32,32,16,#VALUE!,#VALUE!,6,2016 6,91,380
150,2,2,6,5.5,16,16,13,#VALUE!,#VALUE!,6,2016 6,91,160
144,2,2,6,5,32,32,13,#VALUE!,#VALUE!,6,2016 6,91,170
144,2,2,6,5,16,16,13,#VALUE!,#VALUE!,6,2016 6,91,120
162,Err:502,Err:502,6,5.5,64,64,16,#VALUE!,#VALUE!,6,2016 6,91,450
163,4,4,6,5.5,Err:502,Err:502,21,#VALUE!,#VALUE!,6,2016 6,91,720
136,4,4,6,5.5,Err:502,Err:502,13,#VALUE!,#VALUE!,6,2016 6,91,540
158,6,0.005859375,4.4,5.5,64,64,16,#VALUE!,#VALUE!,6,2016 6,91,400
113,512,0.5,5,4,4,4,5,#VALUE!,#VALUE!,7,2016 7,92,
,2,2,5.1,5,16,16,13,#VALUE!,#VALUE!,7,2016 7,92,100
134,512,0.5,5.1,4.5,4,4,3.15,#VALUE!,#VALUE!,7,2016 7,92,
208,3,3,5.1,6,64,64,13,#VALUE!,#VALUE!,7,2016 7,92,
163,3,3,5.1,5.5,16,16,13,#VALUE!,#VALUE!,7,2016 7,92,200
132,512,0.5,5.1,4,4,4,5,#VALUE!,#VALUE!,7,2016 7,92,50
150,1,1,5.1,5,8,8,8,#VALUE!,#VALUE!,7,2016 7,92,
,1,1,5.1,5,8,8,5,#VALUE!,#VALUE!,7,2016 7,92,
,1,1,5.1,5,8,8,8,#VALUE!,#VALUE!,7,2016 7,92,70
289,1.5,1.5,5.1,7,8,8,8,#VALUE!,#VALUE!,7,2016 7,92,
289,1.5,1.5,5.1,7,8,8,8,#VALUE!,#VALUE!,7,2016 7,92,220
334,1,1,5.1,8,8,8,8,#VALUE!,#VALUE!,7,2016 7,92,
110,512,0.5,5.1,4,4,4,5,#VALUE!,#VALUE!,7,2016 7,92,70
142,512,0.5,5.1,4,4,4,5,#VALUE!,#VALUE!,7,2016 7,92,
,2,2,6,5.5,8,8,8,#VALUE!,#VALUE!,7,2016 7,92,
175,4,4,6,5.5,32,32,13,#VALUE!,#VALUE!,7,2016 7,92,
430,4,4,6,9.7,Err:502,Err:502,8,#VALUE!,#VALUE!,7,2016 7,92,400
135,1,1,6,4.5,8,8,8,#VALUE!,#VALUE!,7,2016 7,92,110
135,3,3,6,5.2,16,16,13,#VALUE!,#VALUE!,7,2016 7,92,270
188,1,1,6,5.5,8,8,8,#VALUE!,#VALUE!,7,2016 7,92,
151,512,0.5,6,4.5,4,4,5,#VALUE!,#VALUE!,7,2016 7,92,
215,4,4,6,6,Err:502,Err:502,16,#VALUE!,#VALUE!,7,2016 7,92,
180,4,4,6,5.5,Err:502,Err:502,13,#VALUE!,#VALUE!,7,2016 7,92,
,1,1,6,5,8,8,8,#VALUE!,#VALUE!,7,2016 7,92,
139,1,1,6,5,43473,42.4541015625,8,#VALUE!,#VALUE!,7,2016 7,92,200
122,1.5,1.5,6,5,16,16,8,#VALUE!,#VALUE!,7,2016 7,92,180
133,2,2,6,5.5,16,16,13,#VALUE!,#VALUE!,7,2016 7,92,160
155,Err:502,Err:502,6,5.5,32,32,12,#VALUE!,#VALUE!,7,2016 7,92,300
,1,1,6,5,8,8,5,#VALUE!,#VALUE!,7,2016 7,92,50
,1,1,6,5,8,8,8,#VALUE!,#VALUE!,7,2016 7,92,
,2,2,6,5,16,16,8,#VALUE!,#VALUE!,7,2016 7,92,
140.6,1,1,6,5,8,8,8,#VALUE!,#VALUE!,7,2016 7,92,120
,3,3,6,5,16,16,13,#VALUE!,#VALUE!,7,2016 7,92,
149,2,2,6,5,16,16,8,#VALUE!,#VALUE!,7,2016 7,92,150
165,1,1,6,6,8,8,13,#VALUE!,#VALUE!,7,2016 7,92,
174,4,4,6,5.5,128,0.125,Err:502,#VALUE!,#VALUE!,7,2016 7,92,210
,2,2,6,6,32,32,13,#VALUE!,#VALUE!,7,2016 7,92,110
190,3,3,6,5.5,Err:502,Err:502,13,#VALUE!,#VALUE!,7,2016 7,92,230
130,2,2,6,5.2,16,16,13,#VALUE!,#VALUE!,7,2016 7,92,170
153,4,4,6,5.2,Err:502,Err:502,Err:502,#VALUE!,#VALUE!,7,2016 7,92,340
148,2,2,6,5.2,16,16,13,#VALUE!,#VALUE!,7,2016 7,92,230
